NCT ID,Disease,Drug Name
NCT06723106,Antiphospholipid syndrome,RAY121
NCT06723106,Autoimmune thrombocytopenic purpura,RAY121
NCT06723106,Behcet disease,RAY121
NCT06723106,Dermatomyositis,RAY121
NCT06877299,Non-small cell lung carcinoma,Low-Dose Radiation(LDRT) + Stereotactic body radiotherapy (SBRT)
NCT07048249,Ewing sarcoma,Romiplostim (AMG-531)
NCT07044349,Fallopian tube carcinoma,Utidelone capsule
NCT07044349,Fallopian tube carcinoma,Utidelone capsule
NCT07044349,Fallopian tube carcinoma,Utidelone capsule
NCT07044349,Fallopian tube carcinoma,Utidelone capsule
NCT07044349,Ovarian cancer,Utidelone capsule
NCT07044349,Ovarian cancer,Utidelone capsule
NCT07044349,Ovarian cancer,Utidelone capsule
NCT07044349,Ovarian cancer,Utidelone capsule
NCT07044349,Primary peritoneal carcinoma,Utidelone capsule
NCT07044349,Primary peritoneal carcinoma,Utidelone capsule
NCT07044349,Primary peritoneal carcinoma,Utidelone capsule
NCT07044349,Primary peritoneal carcinoma,Utidelone capsule
NCT07006506,Graft versus host disease,belumosudil
NCT07006506,Hematopoietic and lymphoid cell neoplasm,belumosudil
NCT06962306,Pain,methadone hydrochloride
NCT06962306,Pain,Fentanyl/Hydromorphone
NCT07011706,Atopic eczema,ATI-045
NCT07011706,Dermatitis,ATI-045
NCT06945406,Diabetes mellitus,LY4057996 SC
NCT06945406,Diabetes mellitus,LY4057996 IV
NCT06945406,Diabetes mellitus,Degludec SC
NCT06945406,Diabetes mellitus,Lispro SC
NCT06945406,Diabetes mellitus,Degludec IV
NCT06945406,Diabetes mellitus,Pre-study basal insulin SC
NCT06863506,Non-small cell lung carcinoma,befotertinib
NCT06598059,Hearing loss disorder,dexamethasone
NCT06593600,Postural orthostatic tachycardia syndrome,REGN7544
NCT06934200,Food allergy,omalizumab
NCT07053800,Lupus nephritis,obecabtagene autoleucel
NCT06704100,Gastroesophageal reflux disease,Fosamprenavir Calcium & Sodium Alginate
NCT06675500,Atrial fibrillation,Magnesium sulphate
NCT06639152,Infertility disorder,oil-based contrast medium
NCT06639152,Infertility disorder,water-based contrast medium
NCT06908252,HIV infectious disease,Pre-Exposure Prophylaxis (PrEP)
NCT06650800,Depressive disorder,Psilocybin
NCT06938152,Osteoporosis,Romosozumab followed by Denosumab
NCT06938152,Osteoporosis,Romosozumab and Denosumab Cycle Therapy
NCT06982352,Atopic eczema,LPX-TI641
NCT06982352,Psoriasis,LPX-TI641
NCT06613100,Prostate cancer,Xaluritamig
NCT06999252,Malignant colon neoplasm,rimegepant
NCT06999252,Malignant colon neoplasm,PD-1
NCT06766500,Maturity-onset diabetes of the young type 1,Empagliflozin + Metformin hydrochloride
NCT06766500,Maturity-onset diabetes of the young type 1,Synjardy®
NCT07082452,Leukemia,venetoclax
NCT07082452,Leukemia,azacitidine
NCT06635252,Alzheimer disease,STA
NCT06727552,Atopic eczema,Barzolvolimab
NCT06809400,Parkinson disease,LY4006896
NCT06864052,Atrial fibrillation,Administration of Apixaban
NCT06864052,Atrial fibrillation,Administration of Edoxaban
NCT06864052,Cerebrovascular disorder,Administration of Apixaban
NCT06864052,Cerebrovascular disorder,Administration of Edoxaban
NCT07070700,Intrahepatic cholangiocarcinoma,QL1706 (bispecific antibody targeting PD-1 and CLTA-4)
NCT07070700,Intrahepatic cholangiocarcinoma,lenvatinib
NCT07120152,Inflammatory bowel disease,Subcutaneous infliximab CT-P13 Remsima®SC
NCT07120152,Rheumatoid arthritis,Subcutaneous infliximab CT-P13 Remsima®SC
NCT07109700,Type 2 diabetes mellitus,HDM1005
NCT07109700,Type 2 diabetes mellitus,HDM1005
NCT07109700,Type 2 diabetes mellitus,HDM1005
NCT07109700,Type 2 diabetes mellitus,HDM1005
NCT07109700,Type 2 diabetes mellitus,Dulaglutide
NCT06680752,Myelodysplastic syndrome,ARD103
NCT06680752,Myelodysplastic syndrome,cyclophosphamide
NCT06680752,Myelodysplastic syndrome,fludarabine
NCT07118319,Amyotrophic lateral sclerosis,Human Allogeneic Induced Pluripotent Stem Cells (iPSCs) -Derived Motor Neuron Progenitor Cells (XS228CN)
NCT07118319,Amyotrophic lateral sclerosis,Human Allogeneic Induced Pluripotent Stem Cells (iPSCs) -Derived Motor Neuron Progenitor Cells (XS228CN)
NCT06974487,Type 2 diabetes mellitus,GZR102 injection
NCT06974487,Type 2 diabetes mellitus,GZR4 injection
NCT06974487,Type 2 diabetes mellitus,GZR18 injection
NCT06801587,Pain,Triamcinolone acetonide plus ropivacaine
NCT06801587,Pain,Ropivacaine alone
NCT06780787,Rectum adenocarcinoma,Balstilimab
NCT06780787,Rectum adenocarcinoma,Botensilimab
NCT06780787,Rectum adenocarcinoma,capecitabine
NCT06780787,Rectum adenocarcinoma,fluorouracil
NCT06780787,Rectum adenocarcinoma,leucovorin calcium
NCT06780787,Rectum adenocarcinoma,oxaliplatin
NCT07008287,Non-small cell lung carcinoma,taletrectinib
NCT06808087,Appendicitis,tramadol
NCT06914687,Gastric adenocarcinoma,tislelizumab
NCT06914687,Gastric adenocarcinoma,S-1
NCT06914687,Gastric adenocarcinoma,oxaliplatin
NCT06914687,Gastric adenocarcinoma,docetaxel
NCT06914687,Gastric adenocarcinoma,paclitaxel
NCT06644833,Endogenous depression,Antidepressant
NCT06570187,Sepsis,dexmedetomidine
NCT06570187,Sepsis,propofol
NCT06827587,Myasthenia gravis,Efgartigimod + Telitacicept (1-week interval) group
NCT06827587,Myasthenia gravis,Efgartigimod + Telitacicept (2-week interval) group
NCT06827587,Myasthenia gravis,Telitacicept-only group
NCT06799533,Melanoma,PF-08046031
NCT06799533,Metastatic melanoma,PF-08046031
NCT06870487,Classic Hodgkin lymphoma,PF-08046032
NCT06870487,Classic Hodgkin lymphoma,Sasanlimab
NCT06870487,Diffuse large B-cell lymphoma,PF-08046032
NCT06870487,Diffuse large B-cell lymphoma,Sasanlimab
NCT06870487,Melanoma,PF-08046032
NCT06870487,Melanoma,Sasanlimab
NCT06870487,Non-small cell lung carcinoma,PF-08046032
NCT06870487,Non-small cell lung carcinoma,Sasanlimab
NCT06828887,Mal de Debarquement,LV232
NCT06828887,Mal de Debarquement,LV232
NCT06828887,Mal de Debarquement,escitalopram
NCT06912087,Carcinoma,Zanzalintinib
NCT06912087,Carcinoma,cetuximab
NCT06912087,Carcinoma,pembrolizumab
NCT07093333,Autoimmune encephalitis,ART5803
NCT06904287,Migraine disorder,magnesium
NCT06873087,Rosacea,İsotretinoin
NCT06962787,Renal carcinoma,BL-B01D1
NCT06962787,Renal carcinoma,axitinib
NCT06962787,Renal carcinoma,pembrolizumab
NCT06997549,Depressive disorder,Patients treated with Esketamine
NCT06997549,Mixed anxiety and depressive disorder,Patients treated with Esketamine
NCT06997549,Osteochondritis dissecans,Patients treated with Esketamine
NCT06759649,Cancer,COM503
NCT06759649,Cancer,Zimberelimab
NCT06827249,Bronchiolitis,Peginterferon α-2b injection
NCT06827249,Bronchiolitis,Recombinant Human Interferon α2b
NCT07052006,Childhood myelodysplastic syndrome,HT-6184
NCT06714006,Autosomal dominant polycystic kidney disease,PYC-003
NCT06826859,Preeclampsia,Daily aspirin (ASA)
NCT06826859,Preeclampsia,Split dose aspirin (ASA)
NCT06578000,Epicondylitis,magnesium sulfate
NCT06711900,Non-small cell lung carcinoma,SKB264
NCT06711900,Non-small cell lung carcinoma,pembrolizumab
NCT06711900,Non-small cell lung carcinoma,pemetrexed
NCT06711900,Non-small cell lung carcinoma,carboplatin or cisplatin
NCT07088159,Amyotrophic lateral sclerosis,SPG302
NCT06903559,Kidney failure,Roxadustat
NCT06903559,Kidney failure,Conventional Anemia Management
NCT06617000,Hepatocellular carcinoma,SCG101
NCT06821659,Sjogren syndrome,anti-CD19 CAR-T cells
NCT06821659,Systemic sclerosis,anti-CD19 CAR-T cells
NCT06932159,Type 2 diabetes mellitus,Empagliflozin + Linagliptin film-coated tablets
NCT06932159,Type 2 diabetes mellitus,Glyxambi film-coated tablets
NCT06972459,Obesity disorder,Orforglipron
NCT07091500,Obesity disorder,semaglutide
NCT06619600,Diabetes mellitus,dapagliflozin
NCT06619600,Heart failure,dapagliflozin
NCT06891300,Endogenous depression,ketamine hydrochloride
NCT06851559,Eosinophilic esophagitis,vonoprazan
NCT06607900,Amyotrophic lateral sclerosis,hUC-MSC-sEV-001 nasal drops
NCT06607900,Lewy body dementia,hUC-MSC-sEV-001 nasal drops
NCT06607900,Multiple system atrophy,hUC-MSC-sEV-001 nasal drops
NCT06607900,Parkinson disease,hUC-MSC-sEV-001 nasal drops
NCT06870500,Psoriatic arthritis,methotrexate
NCT06969300,Rosacea,Gold micro-needles combined with salicylic acid
NCT06997900,Infertility disorder,Combination therapy : Follitropin delta and HP-hMG
NCT06997900,Paroxysmal familial ventricular fibrillation,Combination therapy : Follitropin delta and HP-hMG
NCT06817200,Parkinson disease,Amantadine (100mg) as add on therapy.
NCT06799559,Schizophrenia,3-6mg QLM1016
NCT06799559,Schizophrenia,10-20 mg Aripiprazole oral solution film
NCT06624059,Non-small cell lung carcinoma,alectinib
NCT06624059,Non-small cell lung carcinoma,cisplatin
NCT06624059,Non-small cell lung carcinoma,carboplatin
NCT06624059,Non-small cell lung carcinoma,pemetrexed
NCT06731959,"COPD, severe early onset",Flexlamose
NCT06673459,Chemotherapy,TBICy
NCT06673459,Chemotherapy,BuCy
NCT06643000,Neoplastic meningitis,furmonertinib
NCT06643000,Non-small cell lung carcinoma,furmonertinib
NCT06866600,Heart failure,low dose CABG+iPSC-CMs
NCT06866600,Heart failure,High dose CABG/LVAD+iPSC-CMs
NCT06654700,Herpes zoster,Recombinant Zoster Vaccine (CHO Cell)
NCT06860659,Dry eye syndrome,"0.28% Sodium Hyaluronate , preservative free eye drops"
NCT06860659,Dry eye syndrome,"0.18% Sodium Hyaluronate , preservative free eye drops"
NCT06860659,Hyaluronic acid,"0.28% Sodium Hyaluronate , preservative free eye drops"
NCT06860659,Hyaluronic acid,"0.18% Sodium Hyaluronate , preservative free eye drops"
NCT06807359,Prostate cancer,verteporfin Injection
NCT07043400,Gastroesophageal junction adenocarcinoma,Subcutaneous Tislelizumab
NCT07043400,Gastroesophageal junction adenocarcinoma,Intravenous Tislelizumab
NCT07043400,Gastroesophageal junction adenocarcinoma,cisplatin
NCT07043400,Gastroesophageal junction adenocarcinoma,leucovorin
NCT07043400,Gastroesophageal junction adenocarcinoma,5-fluorouracil (5-FU)
NCT07043400,Gastroesophageal junction adenocarcinoma,oxaliplatin
NCT07043400,Gastroesophageal junction adenocarcinoma,capecitabine
NCT06669000,Gout,DNA sample
NCT06669000,Gout,Serum collection
NCT07036159,Malaria,"RTS,S/AS01E vaccine"
NCT06615700,Type 2 diabetes mellitus,NA-931
NCT07100418,Hyperlipidemia,HRS-7249 Injection
NCT07100418,Hyperlipidemia,sodium chloride Injection
NCT07104318,Helicobacter pylori,Bismuth quadruple therapy with optimized PPI
NCT07104318,Helicobacter pylori,Bismuth quadruple therapy with standard PPI
NCT07104318,Helicobacter pylori,Clarithromycin triple therapy with optimized PPI
NCT07104318,Helicobacter pylori,Clarithromycin triple therapy with standard PPI
NCT07104318,Helicobacter pylori,Standard bismuth quadruple therapy
NCT07018518,Hepatocellular carcinoma,PIN +anti-PD1
NCT06948318,Autoimmune thrombocytopenic purpura,Mezagitamab
NCT06888518,Bacterial vaginosis,antibiotic
NCT06632236,Glioma susceptibility 1,amivantamab
NCT06968936,Anemia,Sucrose Iron，subcutaneous recombinant human erythropoietin，intravenous vitamin C
NCT06735118,Metabolic dysfunction-associated steatotic liver disease,Neoadjuvant chemotherapy
NCT06731218,Diabetes mellitus,RGB-5088
NCT06965413,Obesity disorder,RO7204239
NCT06965413,Obesity disorder,tirzepatide
NCT06564818,Endogenous depression,CYB003
NCT06721013,Autoimmune thrombocytopenic purpura,pirtobrutinib
NCT06960213,Hereditary angioedema,ADX-324
NCT07054736,Atopic eczema,XKH001 Injection
NCT06866236,Kidney failure,QRX-3
NCT07075718,Glaucoma,Gen
NCT07075718,Glaucoma,Timolol eye drops
NCT06869018,Type 2 diabetes mellitus,LY3549492
NCT06572813,Malignant pancreatic neoplasm,bortezomib Injection
NCT06572813,Malignant pancreatic neoplasm,Sintilimab
NCT06572813,Malignant pancreatic neoplasm,mFOLFIRINOX
NCT06921213,Syphilis,Linezolid (LZD)
NCT06921213,Syphilis,amoxicillin
NCT06921213,Syphilis,Benzathine Penicillin G
NCT06971913,Systemic lupus erythematosus,Interleukin-2 (IL-2)
NCT06971913,Systemic lupus erythematosus,Ganciclovir (GCV)
NCT06975813,Myofascial pain syndrome,masseter muscle
NCT06975813,Myofascial pain syndrome,masseter and sternocleidomastoid muscle
NCT07022418,Diabetic kidney disease,Formoterol furmarate (20 μg)
NCT06685718,Non-small cell lung carcinoma,BG-60366
NCT06659718,Diabetes mellitus,Oral semaglutide
NCT06659718,Diabetes mellitus,sitagliptin
NCT06586515,Non-small cell lung carcinoma,LY3962673
NCT06586515,Non-small cell lung carcinoma,cetuximab
NCT06586515,Non-small cell lung carcinoma,gemcitabine
NCT06586515,Non-small cell lung carcinoma,nab-paclitaxel
NCT06586515,Non-small cell lung carcinoma,oxaliplatin
NCT06586515,Non-small cell lung carcinoma,leucovorin
NCT06586515,Non-small cell lung carcinoma,irinotecan
NCT06586515,Non-small cell lung carcinoma,5-fluorouracil
NCT06586515,Pancreatic ductal adenocarcinoma,LY3962673
NCT06586515,Pancreatic ductal adenocarcinoma,cetuximab
NCT06586515,Pancreatic ductal adenocarcinoma,gemcitabine
NCT06586515,Pancreatic ductal adenocarcinoma,nab-paclitaxel
NCT06586515,Pancreatic ductal adenocarcinoma,oxaliplatin
NCT06586515,Pancreatic ductal adenocarcinoma,leucovorin
NCT06586515,Pancreatic ductal adenocarcinoma,irinotecan
NCT06586515,Pancreatic ductal adenocarcinoma,5-fluorouracil
NCT06812715,B-cell chronic lymphocytic leukemia,pirtobrutinib
NCT06742515,Precursor B-cell acute lymphoblastic leukemia,Blinatumomab plus Reduced-dose Chemotherapy
NCT06747832,Small cell lung carcinoma,iNK cells
NCT07074652,Anxiety,escitalopram
NCT07083232,Myocardial infarction,low dose Streptozotocin
NCT07083232,Myocardial infarction,"Sitagliptin (Novartis, USA)"
NCT07083232,Myocardial infarction,"Pioglitazone hydrochloride (Unipharma., Egypt)"
NCT07083232,Myocardial infarction,"Dapagliflozine hemihydrate (Janssen, USA)"
NCT06780332,Phenylketonuria,RDD to Palynziq
NCT06863532,Type 2 diabetes mellitus,Cofrogliptin+SGLT2i+Metformin
NCT06863532,Type 2 diabetes mellitus,Metformin dose escalation
NCT06834932,Inherited lipid metabolism disorder,Rosuvastatin Dose
NCT06834932,Inherited lipid metabolism disorder,Rosuvastatin dose
NCT06834932,Inherited lipid metabolism disorder,AZD0780
NCT07010432,Obesity disorder,Cagrilintide
NCT07010432,Obesity disorder,semaglutide
NCT06643832,Pain,Lidocaine (drug)
NCT06785337,"COPD, severe early onset",Inhaled nitroglycerin
NCT06972537,Pneumonia,Increase the frequency and extended infusion time of Piperacillin Sodium and Tazobactam Sodium for Injection (Bonda)
NCT06972537,Pneumonia,Extended Infusion Time of Piperacillin Sodium and Tazobactam Sodium for Injection (Bonda)
NCT06626737,Graft versus host disease,Dapagliflozin (DAPA)
NCT07120815,Polycystic ovary syndrome,Metformin
NCT07120815,Polycystic ovary syndrome,Metformin
NCT06619015,Obesity disorder,pramlintide acetate
NCT06619015,Obesity disorder,semaglutide Pen Injector
NCT06619015,Obesity disorder,Sodium Chloride
NCT06619015,Prediabetes syndrome,pramlintide acetate
NCT06619015,Prediabetes syndrome,semaglutide Pen Injector
NCT06619015,Prediabetes syndrome,Sodium Chloride
NCT07127315,Chemotherapy,Gonadotropin-releasing hormone agonist
NCT07127315,Chemotherapy,Chemotherapy
NCT07053215,Non-small cell lung carcinoma,Camrelizumab
NCT07053215,Non-small cell lung carcinoma,Platinum-based doublet chemotherapy
NCT06943937,Autoimmune thrombocytopenic purpura,YTS109 cell injection
NCT06943937,Lupus nephritis,YTS109 cell injection
NCT07003815,Biliary tract cancer,Envafolimab + Gemcitabine + Cisplatin + Simvastatin
NCT07024615,Pancreatic ductal adenocarcinoma,ASP2138
NCT07024615,Pancreatic ductal adenocarcinoma,oxaliplatin
NCT07024615,Pancreatic ductal adenocarcinoma,leucovorin
NCT07024615,Pancreatic ductal adenocarcinoma,5-FU
NCT07024615,Pancreatic ductal adenocarcinoma,irinotecan
NCT07024615,Pancreatic ductal adenocarcinoma,gemcitabine
NCT07024615,Pancreatic ductal adenocarcinoma,Nab-paclitaxel
NCT07024615,Pancreatic ductal adenocarcinoma,capecitabine
NCT07020715,Multiple sclerosis,Tolerogenic dendritic cells (tolDC)
NCT07116915,"COPD, severe early onset",HRS-9821 Powder for Inhalation.
NCT07116915,"COPD, severe early onset",Moxifloxacin Hydrochloride Tablets
NCT07087015,Post-traumatic stress disorder,ropivacaine
NCT06712615,Type 2 diabetes mellitus,PG-102
NCT06846515,Arthritic joint disease,AR882
NCT06846515,Arthritic joint disease,AR882
NCT06846515,Gout,AR882
NCT06846515,Gout,AR882
NCT06846515,Hyperuricemia,AR882
NCT06846515,Hyperuricemia,AR882
NCT06723015,Cognitive impairment,18F-AV-1451
NCT06723015,Dementia,18F-AV-1451
NCT06906315,Dental pulp necrosis,dexamethasone
NCT06906315,Dental pulp necrosis,Ibuprofen group
NCT06812585,Multiple sclerosis,Metformin (Cidophage®)
NCT06578585,Migraine disorder,ubrogepant
NCT06578585,Migraine disorder,Lu AG09222
NCT06624085,Lymphoma,glofitamab
NCT06624085,Lymphoma,tocilizumab
NCT06624085,Lymphoma,obinutuzumab
NCT06624085,Lymphoma,gemcitabine
NCT06624085,Lymphoma,oxaliplatin
NCT06678685,Atrial septal defect,.spironolactone
NCT07060885,Allergic rhinitis,HDM SLIT-tablet (12 SQ-HDM)
NCT06587737,Cerebrovascular disorder,colchicine
NCT07019415,Maturity-onset diabetes of the young type 1,Vitamin D
NCT06672237,Amyloidosis,nexiguran ziclumeran
NCT06672237,Hereditary disease,nexiguran ziclumeran
NCT06672237,Neurodegenerative disease,nexiguran ziclumeran
NCT06672237,Neuromuscular disease,nexiguran ziclumeran
NCT06709885,Colon adenocarcinoma,Chidamide + Tislelizumab + chemotherapy (CapeOX )
NCT06709885,Colon adenocarcinoma,CapeOX
NCT06748937,Tuberculosis,Alpibectir
NCT06748937,Tuberculosis,Alpibectir
NCT06748937,Tuberculosis,"Isoniazid, rifampicin, pyrazinamide and ethambutol fixed dose combination, weight based"
NCT06748937,Tuberculosis,Alpibectir
NCT06899815,Pulmonary hypertension,F230 tablets
NCT06921785,Hepatocellular carcinoma,tremelimumab
NCT06921785,Hepatocellular carcinoma,Rilvegostomig
NCT06921785,Hepatocellular carcinoma,bevacizumab
NCT06921785,Hepatocellular carcinoma,atezolizumab
NCT06937385,Migraine disorder,0.5% Bupivacaine HCl
NCT06937385,Migraine disorder,standard IV treatment for headache
NCT06637137,Anemia,iron
NCT06637137,Iron deficiency anemia,iron
NCT06594315,Malignant glioma,Deuterated Glucose
NCT06934915,Autism,prednisone
NCT06681337,Lupus nephritis,BCMA CART + CD19 CART
NCT06717815,Lupus nephritis,IPG11406
NCT06888115,Primary biliary cholangitis,CS0159
NCT06686537,Infertility disorder,Estradiol Patches
